timestamp,XOM_close,CVX_close,zscore
2022-07-28,92.64,150.39,2.239691579356515
2022-07-29,96.93,163.78,2.407698719398981
2022-08-01,94.48,160.51,1.4495748391142862
2022-08-02,94.07,159.14,1.2542942405315378
2022-08-03,91.02,155.36,0.2560480895944754
2022-08-04,87.19,151.14,-1.021739943111989
2022-08-05,88.45,153.64,-0.702258690008245
2022-08-08,88.95,153.41,-0.4930306890295981
2022-08-09,90.59,155.41,-0.01251804942815484
2022-08-10,91.45,155.82,0.2804796232907965
2022-08-11,93.19,159.62,0.6633846415212019
2022-08-12,94.0,159.85,0.9598694591954564
2022-08-15,92.32,156.81,0.3350890376008534
2022-08-16,91.46,156.41,-0.10969582875355688
2022-08-17,92.2,157.7,0.1330023899242285
2022-08-18,94.38,159.02,1.0643891072777545
2022-08-19,94.08,157.69,0.9511137726547442
2022-08-22,94.01,156.9,0.9160476219399178
2022-08-23,98.0,161.99,2.0813301827774295
2022-08-24,98.58,163.19,1.9153152440411068
2022-08-25,99.09,164.62,1.7695087102385076
2022-08-26,97.87,163.41,1.3380617949195337
2022-08-29,100.12,164.63,1.8178578913293757
2022-08-30,96.31,160.62,0.7418340012737752
2022-08-31,95.59,158.06,0.6064781414685599
2022-09-01,93.87,155.54,0.10629866996600283
2022-09-02,95.59,157.85,0.4997446674754664
2022-09-06,94.95,157.12,0.21224813423800995
2022-09-07,94.14,155.11,-0.05686144084936224
2022-09-08,94.91,155.95,0.16227380134754604
2022-09-09,96.5,159.97,0.49707850307298873
2022-09-12,97.61,162.5,0.7383803398710715
2022-09-13,95.33,159.41,-0.23120685326153703
2022-09-14,97.67,163.27,0.5959646860224619
2022-09-15,94.83,160.62,-1.1016213517950195
2022-09-16,93.21,156.45,-1.5966314878655448
2022-09-19,93.2,156.9,-1.5838909588152248
2022-09-20,92.44,156.28,-1.8324489790050498
2022-09-21,90.95,155.01,-2.1607427371545365
2022-09-22,90.57,154.89,-2.008611457777402
2022-09-23,85.75,144.77,-2.657257912444334
2022-09-26,83.98,140.96,-2.4293535459742137
2022-09-27,85.74,141.02,-1.6320345863039796
2022-09-28,88.86,145.78,-0.7634742181207144
2022-09-29,88.68,144.77,-0.6807724959827045
2022-09-30,87.31,143.67,-1.0014995319862652
2022-10-03,91.92,151.73,0.11403181580385456
2022-10-04,95.27,157.63,0.8999775233411681
2022-10-05,99.12,158.53,1.9471519535629775
2022-10-06,102.06,161.42,2.25674815378835
2022-10-07,101.03,160.03,1.81941532356737
2022-10-10,98.84,157.14,1.3263975155135161
2022-10-11,98.0,157.17,1.0443953440046543
2022-10-12,98.43,157.64,1.0802219482296882
2022-10-13,101.87,165.28,1.382937774456532
2022-10-14,99.19,160.14,0.9289583340202207
2022-10-17,100.62,161.31,1.085605141652422
2022-10-18,100.8,162.72,0.9671433900023368
2022-10-19,103.79,168.0,1.2304066056593534
2022-10-20,103.93,168.96,1.1007408389364168
2022-10-21,105.86,173.19,1.2124323743076706
2022-10-24,106.6,173.13,1.296660328665308
2022-10-25,105.88,174.93,0.9877124495984706
2022-10-26,107.14,177.09,1.1074894723983355
2022-10-27,107.55,177.9,1.111215220148152
2022-10-28,110.7,179.98,1.933547534226651
2022-10-31,110.81,180.9,1.8566979932383538
2022-11-01,111.91,182.22,1.987346743236412
2022-11-02,109.61,178.5,1.264654075181347
2022-11-03,111.1,181.13,1.4369185817243706
2022-11-04,112.31,183.42,1.4951964783039846
2022-11-07,113.64,185.61,1.582258280919275
2022-11-08,114.0,185.34,1.550249974629071
2022-11-09,108.9,177.93,0.3323965175930334
2022-11-10,110.5,181.3,0.5721314417191281
2022-11-11,113.95,186.46,1.332025232741178
2022-11-14,113.37,186.55,1.0284934618962907
2022-11-15,114.13,188.05,1.1530670773999623
2022-11-16,112.91,184.99,0.8099128049167621
2022-11-17,113.06,184.09,0.8950129596237493
2022-11-18,112.08,182.99,0.4352176468874876
2022-11-21,110.97,181.24,-0.056188384738882935
2022-11-22,114.18,185.89,1.233969420551566
2022-11-23,113.61,184.24,1.0398762571931528
2022-11-25,113.21,183.7,0.8017090063178958
2022-11-28,109.81,178.36,-1.2837052279374783
2022-11-29,110.54,181.03,-1.0832668568499584
2022-11-30,111.34,183.31,-0.7352185891057864
2022-12-01,110.8,182.49,-1.1039114014147988
2022-12-02,109.86,181.03,-1.5317769660604685
2022-12-05,106.85,176.56,-2.5231502875884586
2022-12-06,103.88,172.01,-2.8113704496782614
2022-12-07,103.65,172.52,-2.378035616343677
2022-12-08,104.42,173.54,-1.8573702926891364
2022-12-09,103.54,168.0,-1.5596651363904257
2022-12-12,106.09,169.75,-0.6638639478473719
2022-12-13,107.25,173.53,-0.4529364260513197
2022-12-14,106.46,172.33,-0.5897367195982931
2022-12-15,105.44,171.04,-0.8015760912143588
2022-12-16,104.7,168.72,-0.8216035707539217
2022-12-19,105.17,169.88,-0.6510950101776385
2022-12-20,106.69,172.67,-0.21077834235602197
2022-12-21,108.06,174.7,0.2956541583699843
2022-12-22,105.88,172.08,-0.38009297536396597
2022-12-23,108.68,177.4,0.6777480150436768
2022-12-27,110.19,179.63,1.293057510446784
2022-12-28,108.38,176.98,0.6086119045174694
2022-12-29,109.2,178.32,1.0300629972582669
2022-12-30,110.3,179.49,1.573778219462736
2023-01-03,106.51,173.99,-0.08211548847985074
2023-01-04,106.82,172.14,0.3404756308381348
2023-01-05,109.21,175.24,1.3778171779501323
2023-01-06,110.53,176.56,1.9062927970927266
2023-01-09,108.47,175.18,0.6207540852015084
2023-01-10,110.09,176.04,1.592313376103404
2023-01-11,111.37,175.2,2.2095470885682604
2023-01-12,113.22,177.08,2.4702133846042105
2023-01-13,113.15,177.56,1.992796164395293
2023-01-17,112.93,180.49,1.4248448346228348
2023-01-18,110.61,177.23,0.5440737113290995
2023-01-19,111.32,179.0,0.6472641901394179
2023-01-20,113.35,180.9,1.3740666395633832
2023-01-23,112.76,180.66,0.9844567866456975
2023-01-24,113.81,180.83,1.3958852937996669
2023-01-25,113.21,179.08,1.1393892269524752
2023-01-26,117.76,187.79,2.149214152643914
2023-01-27,115.61,179.45,1.6958010950643279
2023-01-30,113.56,174.2,1.1346832347859226
2023-01-31,116.01,174.02,1.8929189994913032
2023-02-01,114.74,171.36,1.4922142893058554
2023-02-02,111.15,169.01,0.0875771137966749
2023-02-03,111.92,169.45,0.33473451432029455
2023-02-06,111.73,169.64,0.16198378551528925
2023-02-07,114.92,174.09,1.2769177453126084
2023-02-08,113.92,170.0,1.087899021316286
2023-02-09,114.35,168.44,1.3650068977591112
2023-02-10,119.17,171.97,2.716946919811861
2023-02-13,117.8,171.01,1.8646694394583296
2023-02-14,116.42,172.32,1.0890460037837197
2023-02-15,116.07,169.01,1.1176807256103287
2023-02-16,115.73,166.57,1.0900138773008634
2023-02-17,111.28,162.85,-0.558173235436757
2023-02-21,111.17,161.0,-0.523786523891135
2023-02-22,109.73,160.35,-1.144786884144441
2023-02-23,110.74,161.93,-0.8637881448695316
2023-02-24,110.75,162.41,-0.8427895595377857
2023-02-27,110.55,162.82,-0.9153642261477535
2023-02-28,109.91,160.77,-0.9812327256935407
2023-03-01,110.89,162.05,-0.5892454734474163
2023-03-02,111.4,162.56,-0.3669439484838296
2023-03-03,112.81,164.96,-0.0005249945093090386
2023-03-06,113.81,166.17,0.3014490673893897
2023-03-07,111.61,164.03,-0.5846364376161213
2023-03-08,109.98,162.99,-1.168348151335335
2023-03-09,109.13,160.51,-1.2130209818646922
2023-03-10,107.78,159.67,-1.5351932528666197
2023-03-13,106.54,158.71,-1.8682600458209488
2023-03-14,106.94,160.76,-1.7486959742235502
2023-03-15,101.62,153.8,-2.7371765197194997
2023-03-16,101.03,154.29,-2.453062836344398
2023-03-17,99.84,152.34,-2.300040410029827
2023-03-20,102.45,154.58,-1.4377485872646985
2023-03-21,107.04,159.31,-0.3017371694974675
2023-03-22,104.59,156.07,-0.7717467780177424
2023-03-23,103.41,154.52,-0.9340961137879934
2023-03-24,103.53,156.06,-0.8969317679919007
2023-03-27,105.8,157.65,-0.27307266588235113
2023-03-28,107.12,159.49,0.048675933306056636
2023-03-29,108.96,160.86,0.5607256482712328
2023-03-30,109.49,162.39,0.6781998670537782
2023-03-31,109.66,163.16,0.7700865550765472
2023-04-03,116.13,169.95,2.32893334390276
2023-04-04,115.02,169.04,1.8756389286343835
2023-04-05,116.99,169.88,2.0673877242215135
2023-04-06,115.05,167.65,1.515190600878959
2023-04-10,114.54,168.29,1.2369973804641563
2023-04-11,115.35,169.22,1.249721028773833
2023-04-12,115.23,169.82,1.0858072429445629
2023-04-13,115.77,172.09,1.002189197165264
2023-04-14,116.05,172.44,0.960114811198537
2023-04-17,114.7,170.92,0.6457878327762392
2023-04-18,116.94,170.52,1.1520924654784666
2023-04-19,116.57,170.68,0.9437418111880713
2023-04-20,115.64,169.85,0.6604492401923089
2023-04-21,116.01,169.12,0.7428493970551774
2023-04-24,118.2,171.48,1.269239862924851
2023-04-25,116.52,168.99,0.7925072313046697
2023-04-26,115.45,165.98,0.5362290382195326
2023-04-27,116.83,166.95,1.0903203435174835
2023-04-28,118.34,168.58,1.7606202530125363
2023-05-01,114.67,167.24,-0.8384052379635449
2023-05-02,110.1,160.04,-2.743750401365104
2023-05-03,107.93,156.83,-2.790735682003828
2023-05-04,106.04,156.22,-2.7408747193457605
2023-05-05,108.68,160.21,-1.7026069797273917
2023-05-08,109.11,159.58,-1.342028748828577
2023-05-09,109.14,159.12,-1.1740874506630476
2023-05-10,107.74,157.09,-1.36451370339775
2023-05-11,105.79,156.22,-1.6991805308705459
2023-05-12,105.78,156.62,-1.5197253473036245
2023-05-15,105.07,157.2,-1.5487231718759844
2023-05-16,102.52,153.51,-1.7637371503182824
2023-05-17,104.82,155.71,-1.1648762434593347
2023-05-18,105.77,154.01,-0.7610629161654883
2023-05-19,106.26,155.23,-0.6252841928041012
2023-05-22,104.97,152.44,-0.7340149735050031
2023-05-23,106.4,156.85,-0.512326638352241
2023-05-24,107.59,157.27,-0.11459364273544906
2023-05-25,105.66,154.56,-0.4697266935628779
2023-05-26,104.97,154.08,-0.6976008798752322
2023-05-30,104.04,153.12,-1.1283655017532368
2023-05-31,102.18,150.62,-1.8291623731489255
2023-06-01,103.36,152.16,-1.1392736741937595
2023-06-02,105.76,156.26,-0.10123291382004755
2023-06-05,105.29,155.51,-0.24073139192444448
2023-06-06,106.15,155.79,0.42314228009068494
2023-06-07,108.53,159.83,1.732248287509357
2023-06-08,108.19,159.24,1.5529959777563465
2023-06-09,107.39,158.86,0.9109065710684657
2023-06-12,106.42,157.33,0.3733674224560811
2023-06-13,106.44,158.51,0.16278848037414306
2023-06-14,105.16,157.09,-0.7885951365023456
2023-06-15,105.89,158.28,-0.3814771863700528
2023-06-16,105.13,157.26,-0.8126452011783183
2023-06-20,102.72,153.68,-1.9506561813974859
2023-06-21,103.87,154.88,-1.1191761546575905
2023-06-22,103.3,152.64,-1.0943904505960191
2023-06-23,102.4,151.35,-1.4258866680511002
2023-06-26,104.29,154.01,-0.3617041442433197
2023-06-27,104.55,153.53,-0.08052107511344213
2023-06-28,105.4,154.92,0.31312011185631106
2023-06-29,106.7,156.24,1.0023481940943981
2023-06-30,107.25,157.35,1.1351661009114382
2023-07-03,107.46,157.21,1.2100321785450316
2023-07-05,106.91,156.31,0.8633787023265551
2023-07-06,102.92,152.88,-1.374650141004865
2023-07-07,103.16,154.22,-1.2779891453014414
2023-07-10,104.69,155.25,-0.2622351796831823
2023-07-11,105.97,158.12,0.33472896323472695
2023-07-12,106.49,159.64,0.5261245520353035
2023-07-13,104.54,157.51,-0.6286742047737975
2023-07-14,100.94,153.58,-2.307127230964202
2023-07-17,101.38,153.44,-1.7188239095950135
2023-07-18,100.92,153.75,-1.7612439014709556
2023-07-19,101.62,154.69,-1.3789198457602319
2023-07-20,103.41,156.4,-0.5688348700152152
2023-07-21,103.89,158.69,-0.5382703274671634
2023-07-24,105.52,161.82,-0.03112509340624613
2023-07-25,105.68,162.56,-0.01629178893926042
2023-07-26,105.09,161.34,-0.17456792015696818
2023-07-27,105.42,159.66,0.21503253519747334
2023-07-28,104.16,158.87,-0.3180230312906433
2023-07-31,107.24,163.66,0.9810530324572119
2023-08-01,106.62,162.3,0.904853689361939
2023-08-02,105.29,159.73,0.4939229995454121
2023-08-03,107.12,159.67,1.611057200621349
2023-08-04,107.42,159.31,1.6254973357916784
2023-08-07,107.2,159.89,1.3048352660655882
2023-08-08,107.73,159.65,1.5272820149165254
2023-08-09,109.56,159.86,2.1599973825731595
2023-08-10,110.12,160.83,1.9678786022442882
2023-08-11,111.83,164.15,2.076760404898763
2023-08-14,111.92,164.03,1.8506839076855284
2023-08-15,108.16,159.24,0.6816665218183043
2023-08-16,106.34,158.63,-0.12131374081019568
2023-08-17,108.4,159.75,0.6374659321328482
2023-08-18,110.04,160.9,1.185538242797932
2023-08-21,108.71,160.36,0.5302122269501252
2023-08-22,108.1,159.04,0.2953310786896361
2023-08-23,107.15,159.25,-0.29109947744309544
2023-08-24,106.35,157.94,-0.6387098508571999
2023-08-25,108.25,159.12,0.20503038691853703
2023-08-28,109.16,160.21,0.5711733018262649
2023-08-29,109.81,159.96,0.9315708626884712
2023-08-30,110.88,160.18,1.5237815776738948
2023-08-31,111.19,161.1,1.4370349350006466
2023-09-01,113.52,164.3,2.141706305828101
2023-09-05,113.53,166.46,1.6568988900932833
2023-09-06,114.51,166.63,1.8841128305660613
2023-09-07,113.95,166.64,1.416325851609011
2023-09-08,115.61,167.21,1.8757965009562667
2023-09-11,114.16,163.76,1.4038187006668688
2023-09-12,117.49,166.81,2.1389558346567883
2023-09-13,116.44,166.2,1.57263145344619
2023-09-14,118.52,167.23,1.9395444225582268
2023-09-15,116.7,166.5,1.2404962525977117
2023-09-18,117.64,167.22,1.3381752685010218
2023-09-19,117.33,167.2,1.122001098063126
2023-09-20,116.4,166.69,0.7800320087227188
2023-09-21,114.76,165.19,0.2709096228381804
2023-09-22,114.94,166.28,0.15825933804040274
2023-09-25,116.23,168.71,0.4039460932630366
2023-09-26,116.41,167.8,0.49642688850672545
2023-09-27,120.2,171.04,1.9381562553023022
2023-09-28,119.47,170.59,1.482528882843349
2023-09-29,117.58,168.62,0.6035398678512841
2023-10-02,115.63,166.54,-0.3936121682329378
2023-10-03,115.83,166.93,-0.42059020097510386
2023-10-04,111.5,163.04,-2.4146808492805687
2023-10-05,108.99,163.9,-2.954379072286847
2023-10-06,107.17,162.23,-2.6853958383404413
2023-10-09,110.92,166.72,-1.5129741978740177
2023-10-10,110.45,166.54,-1.463911162861656
2023-10-11,106.49,161.1,-1.9780790136612012
2023-10-12,106.47,161.23,-1.732204144845412
2023-10-13,109.87,164.06,-0.8954887986315574
2023-10-16,109.95,165.4,-0.8544817775724344
2023-10-17,111.39,167.59,-0.5242327739208051
2023-10-18,112.95,168.92,-0.12934357607775995
2023-10-19,113.02,169.1,-0.08640563441215286
2023-10-20,111.08,166.83,-0.4419878575096812
2023-10-23,109.45,160.68,-0.4860170879729378
2023-10-24,108.39,156.65,-0.48701936986823147
2023-10-25,108.59,155.87,-0.29842180564076326
2023-10-26,107.6,154.75,-0.4823981403263363
2023-10-27,105.55,144.35,-0.3867614712706929
2023-10-30,105.88,146.09,-0.31059997111872795
2023-10-31,105.85,145.73,-0.1766045033637141
2023-11-01,105.64,143.98,-0.0001796962834053588
2023-11-02,109.11,148.76,1.6671775473407255
2023-11-03,107.78,147.61,0.8097356213818441
2023-11-06,105.87,147.0,-0.4971590277433167
2023-11-07,104.21,144.41,-1.2306757432081936
2023-11-08,102.93,142.4,-1.8969599250370546
2023-11-09,102.96,141.94,-1.874937108938275
2023-11-10,103.75,142.95,-1.2982778858786592
2023-11-13,104.84,144.0,-0.633390832895964
2023-11-14,104.29,145.05,-1.060261233366715
2023-11-15,103.66,145.56,-1.4343129301755988
2023-11-16,102.46,141.77,-1.6038842865250962
2023-11-17,104.96,144.46,-0.1311285971064779
2023-11-20,104.5,144.38,-0.40441953931829355
2023-11-21,104.46,144.04,-0.3336974959599827
2023-11-22,104.01,144.33,-0.6450917029187748
2023-11-24,104.57,144.9,-0.26202058340589024
2023-11-27,103.96,144.36,-0.5895106872431514
2023-11-28,103.9,145.51,-0.7406189711750655
2023-11-29,102.34,143.91,-1.497707766938363
2023-11-30,102.74,143.6,-1.0462720448157303
2023-12-01,102.99,144.81,-1.1013552770495196
2023-12-04,102.43,144.87,-1.7652085034810963
2023-12-05,100.44,142.86,-2.7957310200190206
2023-12-06,99.11,142.53,-2.8496309152683694
2023-12-07,98.42,142.42,-2.5431058392958117
2023-12-08,99.55,144.31,-1.8016926563093272
2023-12-11,99.62,144.35,-1.5516838330332519
2023-12-12,98.05,142.5,-1.8537509683457634
2023-12-13,98.92,144.61,-1.4575851298858664
2023-12-14,101.58,149.93,-0.6781773998642185
2023-12-15,100.9,149.35,-0.8478853302300495
2023-12-18,101.65,149.68,-0.4741508760001665
2023-12-19,102.99,151.64,0.03202579584060427
2023-12-20,101.27,150.25,-0.5918389260114533
2023-12-21,101.73,150.71,-0.3297950087606891
2023-12-22,101.91,151.05,-0.18106583203768506
2023-12-26,102.14,152.41,-0.11550916040604955
2023-12-27,101.66,151.91,-0.2848707754209285
2023-12-28,100.19,149.77,-0.9821723000332515
2023-12-29,99.98,149.16,-0.9905525214273326
2024-01-02,102.36,149.48,1.2583608510220528
2024-01-03,103.22,152.33,1.7092711930357465
2024-01-04,102.32,150.66,1.0641158115163618
2024-01-05,102.63,150.4,1.2970525963801764
2024-01-08,100.92,149.5,-0.3463329486756788
2024-01-09,99.67,145.7,-0.8557936239785103
2024-01-10,98.69,144.5,-1.5094018046595536
2024-01-11,98.67,145.28,-1.7017472445191086
2024-01-12,99.95,147.27,-0.8540019312661757
2024-01-16,97.69,143.69,-2.048974973432764
2024-01-17,96.98,143.12,-2.139713222697925
2024-01-18,96.8,141.82,-1.7792965478588116
2024-01-19,96.95,142.24,-1.5456170904168605
2024-01-22,96.82,142.49,-1.4792355985282244
2024-01-23,97.91,142.09,-0.6238445126497554
2024-01-24,99.6,144.92,0.17136855100251358
2024-01-25,102.13,148.57,1.339103080596077
2024-01-26,103.0,149.14,1.6547137643036804
2024-01-29,103.13,149.08,1.5369818878793748
2024-01-30,104.85,150.12,2.010334181362006
2024-01-31,102.81,147.43,1.1942837504896309
2024-02-01,102.39,147.89,0.9349140129813329
2024-02-02,101.97,152.24,0.3069789622275546
2024-02-05,101.55,152.33,0.12580823828783458
2024-02-06,102.25,152.35,0.46068613213130527
2024-02-07,102.22,152.13,0.434089533278352
2024-02-08,103.97,154.06,1.018980212517842
2024-02-09,101.77,151.04,0.18174032398492726
2024-02-12,103.17,152.08,0.7177152489424454
2024-02-13,101.34,150.6,-0.10724758321920648
2024-02-14,100.84,151.01,-0.5017166638010975
2024-02-15,103.73,154.46,0.6444478494399627
2024-02-16,103.73,154.63,0.5525963233932394
2024-02-20,102.75,154.0,-0.17099453109397744
2024-02-21,104.85,155.44,1.2605254136587354
2024-02-22,104.76,155.43,1.0859449810441222
2024-02-23,103.84,154.66,0.33872760000302765
2024-02-26,104.25,154.45,0.7522576708068898
2024-02-27,104.03,152.16,0.9545014332709525
2024-02-28,104.32,152.34,1.346403596229245
2024-02-29,104.52,152.01,1.5023596606564273
2024-03-01,105.84,152.81,2.1575024057692205
2024-03-04,104.36,148.88,1.4120303027980414
2024-03-05,105.64,149.59,2.0013554413439025
2024-03-06,106.77,148.33,2.4060407115115092
2024-03-07,107.37,149.37,2.1811454627932725
2024-03-08,108.38,149.88,2.185251125088244
2024-03-11,109.02,152.0,1.9502120011305626
2024-03-12,108.32,151.89,1.4579540820501142
2024-03-13,109.53,153.89,1.6057833900896108
2024-03-14,111.47,155.7,1.9939246906663737
2024-03-15,111.27,155.55,1.6819376281591567
2024-03-18,112.3,155.41,1.804059133393702
2024-03-19,113.09,156.62,1.7705903326074848
2024-03-20,112.99,154.55,1.6463375760235568
2024-03-21,113.49,154.86,1.5811553155233682
2024-03-22,113.49,154.66,1.442113990443206
2024-03-25,114.65,156.47,1.5247762566229393
2024-03-26,113.79,155.27,1.2198546586997974
2024-03-27,114.97,156.35,1.4010346627778727
2024-03-28,116.24,157.74,1.5794112762315804
2024-04-01,116.99,159.08,1.5724108256166895
2024-04-02,119.28,159.78,2.047688268320462
2024-04-03,119.3,160.44,1.810747121018034
2024-04-04,119.72,160.69,1.7183597508214659
2024-04-05,121.37,161.6,1.909530642275551
2024-04-08,120.55,161.27,1.5057178407621776
2024-04-09,121.18,162.0,1.4848476811047104
2024-04-10,122.2,162.67,1.5953515458059202
2024-04-11,121.79,161.89,1.3975974396335036
2024-04-12,120.37,158.96,1.0417205870706259
2024-04-15,119.68,157.59,0.8317914107026531
2024-04-16,118.69,156.28,0.512405619999002
2024-04-17,118.63,156.4,0.40748871236642215
2024-04-18,118.52,157.57,0.19634053990333478
2024-04-19,119.88,160.0,0.47821507067366914
2024-04-22,120.56,161.92,0.5347759531990055
2024-04-23,121.03,162.85,0.600688365896563
2024-04-24,121.05,163.57,0.46809232592733063
2024-04-25,121.33,165.28,0.3453572756334453
2024-04-26,117.96,165.89,-2.5215072035724546
2024-04-29,119.64,166.33,-1.3940478800360636
2024-04-30,118.27,161.27,-1.5498743940353341
2024-05-01,116.03,159.63,-2.484891869431367
2024-05-02,116.24,160.73,-2.0712436407920696
2024-05-03,116.0,160.25,-1.8489527055383492
2024-05-06,116.75,162.3,-1.4669616028271337
2024-05-07,116.17,162.67,-1.5924337236949486
2024-05-08,116.15,162.54,-1.4381876366984212
2024-05-09,118.44,165.45,-0.5061957168483644
2024-05-10,117.96,165.82,-0.7205462616304118
2024-05-13,117.91,164.53,-0.5339231708811575
2024-05-14,117.67,163.61,-0.5008379201042377
2024-05-15,118.58,163.05,0.12550047121190167
2024-05-16,117.87,161.09,-0.018895399391422076
2024-05-17,119.64,162.67,0.887375240523002
2024-05-20,118.67,161.14,0.5714599442933469
2024-05-21,117.85,159.97,0.30860980656449566
2024-05-22,115.48,157.57,-0.9942274149627496
2024-05-23,113.51,156.94,-2.2952333835174366
2024-05-24,113.42,157.75,-2.0800436659269157
2024-05-28,114.86,159.04,-1.1128610449290124
2024-05-29,113.63,156.9,-1.4995380384908823
2024-05-30,113.99,158.26,-1.3122036996684654
2024-05-31,117.26,162.3,0.2960922729960239
2024-06-03,114.45,157.46,-0.8711049409500365
2024-06-04,112.67,156.13,-1.627972255517094
2024-06-05,113.12,154.98,-1.1338253014912543
2024-06-06,113.97,155.93,-0.7176360568784742
2024-06-07,112.75,156.08,-1.2835606127009644
2024-06-10,113.08,156.74,-1.0628171658936068
2024-06-11,112.17,156.49,-1.3609901066415213
2024-06-12,110.93,154.22,-1.5530819796708375
2024-06-13,110.04,152.84,-1.6458757447132848
2024-06-14,109.11,152.57,-1.8035006437033887
2024-06-17,108.36,153.19,-2.004090085922601
2024-06-18,109.38,153.33,-1.458597115823182
2024-06-20,111.74,156.64,-0.5649708053176482
2024-06-21,110.76,155.28,-0.8646839172326439
2024-06-24,114.05,159.31,0.5389519253062032
2024-06-25,114.37,158.46,0.7837406367642533
2024-06-26,114.41,155.95,1.0783997262963316
2024-06-27,114.9,156.32,1.2266498074358951
2024-06-28,115.12,156.42,1.2464012134023075
2024-07-01,114.96,156.52,1.239910868891645
2024-07-02,114.18,156.75,0.7976269157185736
2024-07-03,114.76,156.71,1.0320190980405295
2024-07-05,113.37,154.31,0.5410199960820367
2024-07-08,112.18,154.33,-0.04812528614002129
2024-07-09,110.94,152.98,-0.5275754598781203
2024-07-10,111.92,155.13,-0.21677772124822353
2024-07-11,113.25,155.26,0.4348423467844166
2024-07-12,113.27,155.59,0.35940268000093994
2024-07-15,115.21,158.04,1.0202315193002638
2024-07-16,116.04,157.77,1.3691610646188892
2024-07-17,117.64,161.23,1.7896128798725774
2024-07-18,118.8,161.97,2.1581452155642626
2024-07-19,116.07,159.15,0.7979492540109404
2024-07-22,115.27,156.99,0.5012286859604974
2024-07-23,113.41,154.09,-0.3938824393992131
2024-07-24,115.01,155.07,0.530569479212642
2024-07-25,117.43,157.54,1.6295508173492443
2024-07-26,117.33,157.84,1.3813874536044428
2024-07-29,116.1,156.6,0.750492646682903
2024-07-30,118.17,159.57,1.4551231404132923
2024-07-31,118.59,160.47,1.4101470746252391
2024-08-01,116.95,152.62,1.2440897914781541
2024-08-02,116.88,148.55,1.4396549597252863
2024-08-05,114.77,144.66,0.7166224783924863
2024-08-06,114.16,143.23,0.4805748721145058
2024-08-07,115.68,142.41,1.4011265508448723
2024-08-08,117.89,144.49,2.1948605924236397
2024-08-09,118.85,144.99,2.3271523963509857
2024-08-12,119.0,145.02,2.038616391727366
2024-08-13,117.86,144.15,1.3720790412652322
2024-08-14,118.95,144.67,1.623483265046716
2024-08-15,118.73,146.8,1.202819369974794
2024-08-16,118.17,147.27,0.8242948739710655
2024-08-19,118.53,146.83,0.9340069231250336
2024-08-20,114.58,144.69,-0.868095068616743
2024-08-21,113.85,145.32,-1.386039419879288
2024-08-22,114.73,145.73,-0.9374161069052761
2024-08-23,116.32,147.62,-0.3204136484644351
2024-08-26,118.81,148.5,0.8608773646199327
2024-08-27,117.68,146.95,0.34107399871441874
2024-08-28,116.52,146.0,-0.24592569192222452
2024-08-29,118.13,147.42,0.4682639929651619
2024-08-30,117.94,147.95,0.2585751442284579
2024-09-03,115.47,144.66,-0.8528955250181599
2024-09-04,114.06,142.07,-1.4043532744954728
2024-09-05,113.17,140.93,-1.6181529057548467
2024-09-06,112.64,138.56,-1.4572043337583143
2024-09-09,115.01,140.3,-0.30063706401088097
2024-09-10,110.82,138.23,-2.0622062359014386
